&& CABEÇALHO OCUPA AS TRES PRIMEIRAS LINHAS
&&COD  NOME------|-----JAN-|-----FEV-|-----MAR-|-----ABR-|-----MAI-|-----JUN-|-----JUL-|-----AGO-|-----SET-|-----OUT-|-----NOV-|-----DEZ-|
 MESPLAN=             9 ANOPLAN=          2024
  192 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  193 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  194 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  195 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  196 XXXXXXXXXXX      61.00     50.00     61.00     41.00     21.00     17.00     13.00     11.71     14.00     16.00     28.00     27.00
  197 XXXXXXXXXXX      29.00     46.00     47.00     30.00     20.00     17.00     14.00     12.48     18.00     25.00     24.00     27.00
  198 XXXXXXXXXXX      61.00     94.00     91.00     52.00     35.00     31.00     27.00     27.77     35.00     49.00     42.00     48.00
  199 XXXXXXXXXXX     832.00   1047.00    983.00    638.00    365.00    312.00    265.00    261.23    277.00    515.00    463.00    459.00
  200 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  201 XXXXXXXXXXX      28.00     22.00     21.00     10.00      7.00      6.00      6.00      5.19      7.00     12.00     11.00     10.00
